map_type,agents,seed,solved,soc,makespan,comp_time_ms
bottleneck_doors,20,17,True,2126,147,16.0
bottleneck_doors,20,18,True,2507,192,21.0
bottleneck_doors,20,19,True,3856,331,30.0
bottleneck_doors,20,20,True,2476,189,22.0
bottleneck_doors,20,21,True,2712,200,19.0
bottleneck_doors,20,22,True,2368,195,20.0
bottleneck_doors,20,23,True,2949,319,28.0
bottleneck_doors,20,24,True,2392,165,13.0
bottleneck_doors,25,0,False,0,0,61895.0
bottleneck_doors,25,1,True,2767,167,17.0
bottleneck_doors,25,2,True,3156,176,18.0
bottleneck_doors,25,3,True,2955,165,21.0
bottleneck_doors,25,4,False,0,0,61797.0
bottleneck_doors,25,5,True,2800,142,26.0
bottleneck_doors,25,6,False,0,0,61974.0
bottleneck_doors,25,7,True,4168,331,41.0
bottleneck_doors,25,8,True,2733,149,23.0
bottleneck_doors,25,9,True,2842,216,25.0
bottleneck_doors,25,10,True,2651,154,18.0
bottleneck_doors,25,11,True,2999,270,31.0
bottleneck_doors,25,12,True,2900,165,13.0
bottleneck_doors,25,13,True,3850,293,33.0
bottleneck_doors,25,14,True,3430,248,36.0
bottleneck_doors,25,15,True,3141,249,31.0
bottleneck_doors,25,16,True,4664,353,411.0
bottleneck_doors,25,17,True,2846,183,20.0
bottleneck_doors,25,18,True,2676,142,12.0
bottleneck_doors,25,19,True,3509,259,23.0
bottleneck_doors,25,20,False,0,0,62051.0
bottleneck_doors,25,21,True,3302,201,17.0
bottleneck_doors,25,22,True,3843,268,31.0
bottleneck_doors,25,23,True,2883,174,15.0
bottleneck_doors,25,24,True,3064,214,23.0
